X,Y,Z,TIPO_CELULAR,VOLUMEN_um3
84.2603039042968,159.1403252314453,33.10892742274058,EPITHELIAL,2494.257438397349
84.26030390429682,159.16946871833343,33.11019836292512,EPITHELIAL,2494.257438397349
84.24347790429681,159.19861220522156,33.05864897475054,EPITHELIAL,2494.257438397349
84.22665190429682,159.2277556921097,33.007099586576004,EPITHELIAL,2494.257438397349
84.26030390429682,159.2277556921097,33.1127402432942,EPITHELIAL,2494.257438397349
84.20982590429682,159.25689917899783,32.955550198401404,EPITHELIAL,2494.257438397349
84.24347790429681,159.25689917899783,33.0611908551196,EPITHELIAL,2494.257438397349
84.19299990429684,159.28604266588596,32.904000810226876,EPITHELIAL,2494.257438397349
84.22665190429682,159.28604266588596,33.00964146694507,EPITHELIAL,2494.257438397349
84.2603039042968,159.28604266588596,33.11528212366326,EPITHELIAL,2494.257438397349
84.17617390429685,159.3151861527741,32.85245142205234,EPITHELIAL,2494.257438397349
84.20982590429684,159.3151861527741,32.958092078770534,EPITHELIAL,2494.257438397349
84.24347790429682,159.3151861527741,33.06373273548873,EPITHELIAL,2494.257438397349
84.15934790429684,159.34432963966222,32.80090203387777,EPITHELIAL,2494.257438397349
84.19299990429683,159.34432963966222,32.906542690595955,EPITHELIAL,2494.257438397349
84.22665190429682,159.34432963966222,33.01218334731415,EPITHELIAL,2494.257438397349
84.2603039042968,159.34432963966222,33.11782400403234,EPITHELIAL,2494.257438397349
84.14252190429684,159.37347312655035,32.749352645703205,EPITHELIAL,2494.257438397349
84.17617390429683,159.37347312655035,32.854993302421406,EPITHELIAL,2494.257438397349
84.20982590429682,159.37347312655035,32.96063395913959,EPITHELIAL,2494.257438397349
84.24347790429681,159.37347312655035,33.066274615857786,EPITHELIAL,2494.257438397349
84.12569590429683,159.40261661343848,32.697803257528626,EPITHELIAL,2494.257438397349
84.15934790429682,159.40261661343848,32.80344391424683,EPITHELIAL,2494.257438397349
84.19299990429684,159.40261661343848,32.909084570965014,EPITHELIAL,2494.257438397349
84.22665190429682,159.40261661343848,33.014725227683215,EPITHELIAL,2494.257438397349
84.2603039042968,159.40261661343848,33.12036588440141,EPITHELIAL,2494.257438397349
84.10886990429685,159.4317601003266,32.6462538693541,EPITHELIAL,2494.257438397349
84.14252190429684,159.4317601003266,32.75189452607229,EPITHELIAL,2494.257438397349
84.17617390429683,159.4317601003266,32.857535182790485,EPITHELIAL,2494.257438397349
84.20982590429682,159.4317601003266,32.96317583950868,EPITHELIAL,2494.257438397349
84.24347790429681,159.4317601003266,33.06881649622687,EPITHELIAL,2494.257438397349
84.09204390429687,159.46090358721477,32.5947044811795,EPITHELIAL,2494.257438397349
84.12569590429685,159.46090358721474,32.700345137897685,EPITHELIAL,2494.257438397349
