X,Y,Z,TIPO_CELULAR,VOLUMEN_mm3
84.23506490429682,159.53376230443507,32.36286,EPITHELIAL,2.4942574383973486e-06
84.04997890429688,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.08363090429687,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.11728290429686,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.15093490429685,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.18458690429684,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.21823890429683,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.25189090429681,159.5629057913232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.03315290429688,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.06680490429687,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.10045690429686,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.13410890429685,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.16776090429684,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20141290429683,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.23506490429682,159.59204927821133,32.36286,EPITHELIAL,2.4942574383973486e-06
84.04997890429688,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.08363090429687,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.11728290429686,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.15093490429685,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.18458690429684,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.21823890429683,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.25189090429681,159.62119276509947,32.36286,EPITHELIAL,2.4942574383973486e-06
84.04997890429688,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.08363090429687,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.11728290429686,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.15093490429685,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.18458690429684,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.21823890429683,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.25189090429681,159.6503362519876,32.36286,EPITHELIAL,2.4942574383973486e-06
84.06680490429687,159.67947973887573,32.36286,EPITHELIAL,2.4942574383973486e-06
84.10045690429686,159.67947973887573,32.36286,EPITHELIAL,2.4942574383973486e-06
84.13410890429685,159.67947973887573,32.36286,EPITHELIAL,2.4942574383973486e-06
84.16776090429684,159.67947973887573,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20141290429683,159.67947973887573,32.36286,EPITHELIAL,2.4942574383973486e-06
84.23506490429682,159.67947973887573,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.6940514823198,32.36286,EPITHELIAL,2.4942574383973486e-06
84.08363090429687,159.70862322576386,32.36286,EPITHELIAL,2.4942574383973486e-06
84.11728290429686,159.70862322576386,32.36286,EPITHELIAL,2.4942574383973486e-06
84.15093490429685,159.70862322576386,32.36286,EPITHELIAL,2.4942574383973486e-06
84.18458690429684,159.70862322576386,32.36286,EPITHELIAL,2.4942574383973486e-06
84.21823890429683,159.70862322576386,32.36286,EPITHELIAL,2.4942574383973486e-06
84.24347790429681,159.72319496920792,32.36286,EPITHELIAL,2.4942574383973486e-06
84.10045690429686,159.737766712652,32.36286,EPITHELIAL,2.4942574383973486e-06
84.13410890429685,159.737766712652,32.36286,EPITHELIAL,2.4942574383973486e-06
84.16776090429684,159.737766712652,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20141290429683,159.737766712652,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,159.75233845609606,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.75233845609606,32.36286,EPITHELIAL,2.4942574383973486e-06
84.10045690429686,159.76691019954012,32.36286,EPITHELIAL,2.4942574383973486e-06
84.13410890429685,159.76691019954012,32.36286,EPITHELIAL,2.4942574383973486e-06
84.16776090429684,159.76691019954012,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20141290429683,159.76691019954012,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,159.7814819429842,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.7814819429842,32.36286,EPITHELIAL,2.4942574383973486e-06
84.11728290429686,159.79605368642825,32.36286,EPITHELIAL,2.4942574383973486e-06
84.15093490429685,159.79605368642825,32.36286,EPITHELIAL,2.4942574383973486e-06
84.18458690429684,159.79605368642825,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20982590429682,159.81062542987232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.24347790429681,159.81062542987232,32.36286,EPITHELIAL,2.4942574383973486e-06
84.13410890429685,159.82519717331638,32.36286,EPITHELIAL,2.4942574383973486e-06
84.16776090429684,159.82519717331638,32.36286,EPITHELIAL,2.4942574383973486e-06
84.19299990429683,159.83976891676045,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,159.83976891676045,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.83976891676045,32.36286,EPITHELIAL,2.4942574383973486e-06
84.13410890429685,159.8543406602045,32.36286,EPITHELIAL,2.4942574383973486e-06
84.16776090429684,159.8543406602045,32.36286,EPITHELIAL,2.4942574383973486e-06
84.19299990429683,159.86891240364858,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,159.86891240364858,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.86891240364858,32.36286,EPITHELIAL,2.4942574383973486e-06
84.15093490429685,159.88348414709264,32.36286,EPITHELIAL,2.4942574383973486e-06
84.17617390429683,159.8980558905367,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20982590429682,159.8980558905367,32.36286,EPITHELIAL,2.4942574383973486e-06
84.24347790429681,159.8980558905367,32.36286,EPITHELIAL,2.4942574383973486e-06
84.17617390429683,159.92719937742484,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20982590429682,159.92719937742484,32.36286,EPITHELIAL,2.4942574383973486e-06
84.24347790429681,159.92719937742484,32.36286,EPITHELIAL,2.4942574383973486e-06
84.19299990429683,159.95634286431297,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,159.95634286431297,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.95634286431297,32.36286,EPITHELIAL,2.4942574383973486e-06
84.19299990429683,159.9854863512011,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,159.9854863512011,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,159.9854863512011,32.36286,EPITHELIAL,2.4942574383973486e-06
84.20982590429682,160.01462983808923,32.36286,EPITHELIAL,2.4942574383973486e-06
84.24347790429681,160.01462983808923,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,160.04377332497737,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,160.04377332497737,32.36286,EPITHELIAL,2.4942574383973486e-06
84.22665190429682,160.0729168118655,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,160.0729168118655,32.36286,EPITHELIAL,2.4942574383973486e-06
84.24347790429681,160.10206029875363,32.36286,EPITHELIAL,2.4942574383973486e-06
84.2603039042968,160.13120378564176,32.36286,EPITHELIAL,2.4942574383973486e-06
84.25517395692846,159.2257404533421,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23870174640214,159.25427115888664,32.36286,EPITHELIAL,2.3402070050389906e-06
84.22222953587583,159.28280186443118,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.28280186443118,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23870174640214,159.31133256997572,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.33986327552026,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.3683939810648,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.42545539215388,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.48251680324296,32.36286,EPITHELIAL,2.3402070050389906e-06
84.09868795692844,159.49678215601523,32.36286,EPITHELIAL,2.3402070050389906e-06
84.08221574640213,159.52531286155977,32.36286,EPITHELIAL,2.3402070050389906e-06
84.11516016745476,159.52531286155977,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.53957821433204,32.36286,EPITHELIAL,2.3402070050389906e-06
84.06574353587581,159.5538435671043,32.36286,EPITHELIAL,2.3402070050389906e-06
84.09868795692844,159.5538435671043,32.36286,EPITHELIAL,2.3402070050389906e-06
84.13163237798108,159.5538435671043,32.36286,EPITHELIAL,2.3402070050389906e-06
84.0492713253495,159.58237427264885,32.36286,EPITHELIAL,2.3402070050389906e-06
84.08221574640213,159.58237427264885,32.36286,EPITHELIAL,2.3402070050389906e-06
84.11516016745476,159.58237427264885,32.36286,EPITHELIAL,2.3402070050389906e-06
84.1481045885074,159.58237427264885,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.59663962542112,32.36286,EPITHELIAL,2.3402070050389906e-06
84.03279911482318,159.6109049781934,32.36286,EPITHELIAL,2.3402070050389906e-06
84.06574353587581,159.6109049781934,32.36286,EPITHELIAL,2.3402070050389906e-06
84.09868795692844,159.6109049781934,32.36286,EPITHELIAL,2.3402070050389906e-06
84.13163237798108,159.6109049781934,32.36286,EPITHELIAL,2.3402070050389906e-06
84.16457679903371,159.6109049781934,32.36286,EPITHELIAL,2.3402070050389906e-06
84.06574353587581,159.63943568373793,32.36286,EPITHELIAL,2.3402070050389906e-06
84.09868795692844,159.63943568373793,32.36286,EPITHELIAL,2.3402070050389906e-06
84.13163237798108,159.63943568373793,32.36286,EPITHELIAL,2.3402070050389906e-06
84.16457679903371,159.63943568373793,32.36286,EPITHELIAL,2.3402070050389906e-06
84.19752122008634,159.63943568373793,32.36286,EPITHELIAL,2.3402070050389906e-06
84.08221574640213,159.66796638928247,32.36286,EPITHELIAL,2.3402070050389906e-06
84.11516016745476,159.66796638928247,32.36286,EPITHELIAL,2.3402070050389906e-06
84.1481045885074,159.66796638928247,32.36286,EPITHELIAL,2.3402070050389906e-06
84.18104900956003,159.66796638928247,32.36286,EPITHELIAL,2.3402070050389906e-06
84.21399343061266,159.66796638928247,32.36286,EPITHELIAL,2.3402070050389906e-06
84.09868795692844,159.696497094827,32.36286,EPITHELIAL,2.3402070050389906e-06
84.13163237798108,159.696497094827,32.36286,EPITHELIAL,2.3402070050389906e-06
84.16457679903371,159.696497094827,32.36286,EPITHELIAL,2.3402070050389906e-06
84.19752122008634,159.696497094827,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23046564113898,159.696497094827,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.71076244759928,32.36286,EPITHELIAL,2.3402070050389906e-06
84.18104900956003,159.72502780037155,32.36286,EPITHELIAL,2.3402070050389906e-06
84.21399343061266,159.72502780037155,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23870174640214,159.73929315314382,32.36286,EPITHELIAL,2.3402070050389906e-06
84.11516016745476,159.7535585059161,32.36286,EPITHELIAL,2.3402070050389906e-06
84.1481045885074,159.7535585059161,32.36286,EPITHELIAL,2.3402070050389906e-06
84.18104900956003,159.7535585059161,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23870174640214,159.76782385868836,32.36286,EPITHELIAL,2.3402070050389906e-06
84.1481045885074,159.8391506225497,32.36286,EPITHELIAL,2.3402070050389906e-06
84.20575732534951,159.85341597532198,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23870174640214,159.85341597532198,32.36286,EPITHELIAL,2.3402070050389906e-06
84.23870174640214,159.88194668086652,32.36286,EPITHELIAL,2.3402070050389906e-06
84.18928511482319,159.91047738641106,32.36286,EPITHELIAL,2.3402070050389906e-06
84.22222953587583,159.91047738641106,32.36286,EPITHELIAL,2.3402070050389906e-06
84.25517395692846,159.91047738641106,32.36286,EPITHELIAL,2.3402070050389906e-06
84.18928511482319,159.9390080919556,32.36286,EPITHELIAL,2.3402070050389906e-06
84.22222953587583,159.9390080919556,32.36286,EPITHELIAL,2.3402070050389906e-06
84.20575732534951,159.96753879750014,32.36286,EPITHELIAL,2.3402070050389906e-06
84.26341006219161,160.01033485581695,32.36286,EPITHELIAL,2.3402070050389906e-06
84.26341006219161,160.09592697245057,32.36286,EPITHELIAL,2.3402070050389906e-06
84.26341006219161,160.15298838353965,32.36286,EPITHELIAL,2.3402070050389906e-06
84.20168874640221,159.30747898717732,32.36286,EPITHELIAL,2.1926338352767392e-06
84.18557032534957,159.33539691137827,32.36286,EPITHELIAL,2.1926338352767392e-06
84.21780716745485,159.33539691137827,32.36286,EPITHELIAL,2.1926338352767392e-06
84.21780716745485,159.36331483557922,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20168874640221,159.39123275978017,32.36286,EPITHELIAL,2.1926338352767392e-06
84.25810322008644,159.40519172188064,32.36286,EPITHELIAL,2.1926338352767392e-06
84.21780716745485,159.41915068398112,32.36286,EPITHELIAL,2.1926338352767392e-06
84.12915585166533,159.4331096460816,32.36286,EPITHELIAL,2.1926338352767392e-06
84.16139269377061,159.4331096460816,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20168874640221,159.44706860818206,32.36286,EPITHELIAL,2.1926338352767392e-06
84.22586637798116,159.46102757028254,32.36286,EPITHELIAL,2.1926338352767392e-06
84.14527427271797,159.4889454944835,32.36286,EPITHELIAL,2.1926338352767392e-06
84.17751111482325,159.4889454944835,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20168874640221,159.50290445658396,32.36286,EPITHELIAL,2.1926338352767392e-06
84.09691900956005,159.51686341868444,32.36286,EPITHELIAL,2.1926338352767392e-06
84.12915585166533,159.51686341868444,32.36286,EPITHELIAL,2.1926338352767392e-06
84.21780716745485,159.5308223807849,32.36286,EPITHELIAL,2.1926338352767392e-06
84.08080058850742,159.5447813428854,32.36286,EPITHELIAL,2.1926338352767392e-06
84.11303743061269,159.5447813428854,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20168874640221,159.55874030498586,32.36286,EPITHELIAL,2.1926338352767392e-06
84.06468216745478,159.57269926708634,32.36286,EPITHELIAL,2.1926338352767392e-06
84.09691900956005,159.57269926708634,32.36286,EPITHELIAL,2.1926338352767392e-06
84.18557032534957,159.5866582291868,32.36286,EPITHELIAL,2.1926338352767392e-06
84.21780716745485,159.5866582291868,32.36286,EPITHELIAL,2.1926338352767392e-06
84.04856374640214,159.60061719128728,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20168874640221,159.61457615338776,32.36286,EPITHELIAL,2.1926338352767392e-06
84.23392558850749,159.61457615338776,32.36286,EPITHELIAL,2.1926338352767392e-06
84.23392558850749,159.6424940775887,32.36286,EPITHELIAL,2.1926338352767392e-06
84.25004400956013,159.67041200178966,32.36286,EPITHELIAL,2.1926338352767392e-06
84.12109664113902,159.72624785019156,32.36286,EPITHELIAL,2.1926338352767392e-06
84.1533334832443,159.72624785019156,32.36286,EPITHELIAL,2.1926338352767392e-06
84.1533334832443,159.8658374711963,32.36286,EPITHELIAL,2.1926338352767392e-06
84.17751111482325,159.87979643329678,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20974795692852,159.87979643329678,32.36286,EPITHELIAL,2.1926338352767392e-06
84.16139269377061,159.90771435749772,32.36286,EPITHELIAL,2.1926338352767392e-06
84.25810322008644,159.93563228169867,32.36286,EPITHELIAL,2.1926338352767392e-06
84.2419847990338,159.96355020589962,32.36286,EPITHELIAL,2.1926338352767392e-06
84.20974795692852,159.99146813010057,32.36286,EPITHELIAL,2.1926338352767392e-06
84.22586637798116,160.01938605430152,32.36286,EPITHELIAL,2.1926338352767392e-06
84.25279637798107,159.2080574043782,32.36286,EPITHELIAL,2.051398810704178e-06
84.23703174640212,159.23536254723555,32.36286,EPITHELIAL,2.051398810704178e-06
84.22126711482318,159.2626676900929,32.36286,EPITHELIAL,2.051398810704178e-06
84.25279637798107,159.2626676900929,32.36286,EPITHELIAL,2.051398810704178e-06
84.20550248324423,159.28997283295027,32.36286,EPITHELIAL,2.051398810704178e-06
84.23703174640212,159.28997283295027,32.36286,EPITHELIAL,2.051398810704178e-06
84.22126711482318,159.31727797580763,32.36286,EPITHELIAL,2.051398810704178e-06
84.18973785166529,159.37188826152234,32.36286,EPITHELIAL,2.051398810704178e-06
84.23703174640212,159.3991934043797,32.36286,EPITHELIAL,2.051398810704178e-06
84.15032627271792,159.41284597580838,32.36286,EPITHELIAL,2.051398810704178e-06
84.11879700956003,159.4674562615231,32.36286,EPITHELIAL,2.051398810704178e-06
84.15032627271792,159.4674562615231,32.36286,EPITHELIAL,2.051398810704178e-06
84.15032627271792,159.5220665472378,32.36286,EPITHELIAL,2.051398810704178e-06
84.18185553587581,159.5220665472378,32.36286,EPITHELIAL,2.051398810704178e-06
84.22914943061265,159.54937169009517,32.36286,EPITHELIAL,2.051398810704178e-06
84.18185553587581,159.6039819758099,32.36286,EPITHELIAL,2.051398810704178e-06
84.13456164113897,159.6585922615246,32.36286,EPITHELIAL,2.051398810704178e-06
84.16609090429687,159.6585922615246,32.36286,EPITHELIAL,2.051398810704178e-06
84.11879700956003,159.68589740438196,32.36286,EPITHELIAL,2.051398810704178e-06
84.15032627271792,159.68589740438196,32.36286,EPITHELIAL,2.051398810704178e-06
84.13456164113897,159.71320254723932,32.36286,EPITHELIAL,2.051398810704178e-06
84.1266793253495,159.78146540438271,32.36286,EPITHELIAL,2.051398810704178e-06
84.15820858850739,159.78146540438271,32.36286,EPITHELIAL,2.051398810704178e-06
84.13456164113897,159.7951179758114,32.36286,EPITHELIAL,2.051398810704178e-06
84.17397322008634,159.80877054724007,32.36286,EPITHELIAL,2.051398810704178e-06
84.15032627271792,159.82242311866875,32.36286,EPITHELIAL,2.051398810704178e-06
84.19762016745476,159.82242311866875,32.36286,EPITHELIAL,2.051398810704178e-06
84.22914943061265,159.82242311866875,32.36286,EPITHELIAL,2.051398810704178e-06
84.26067869377054,159.82242311866875,32.36286,EPITHELIAL,2.051398810704178e-06
84.17397322008634,159.94529626152686,32.36286,EPITHELIAL,2.051398810704178e-06
84.20550248324423,159.94529626152686,32.36286,EPITHELIAL,2.051398810704178e-06
84.25519495692853,159.16631001401166,32.36286,EPITHELIAL,1.9163628129148898e-06
84.23978411482327,159.43323362914876,32.36286,EPITHELIAL,1.9163628129148898e-06
84.08567569377058,159.48661835217618,32.36286,EPITHELIAL,1.9163628129148898e-06
84.11649737798112,159.48661835217618,32.36286,EPITHELIAL,1.9163628129148898e-06
84.17043532534956,159.55334925596046,32.36286,EPITHELIAL,1.9163628129148898e-06
84.2474895358759,159.58004161747417,32.36286,EPITHELIAL,1.9163628129148898e-06
84.23207869377063,159.6601187020153,32.36286,EPITHELIAL,1.9163628129148898e-06
84.21666785166536,159.686811063529,32.36286,EPITHELIAL,1.9163628129148898e-06
84.2012570095601,159.71350342504272,32.36286,EPITHELIAL,1.9163628129148898e-06
84.08567569377058,159.72684960579957,32.36286,EPITHELIAL,1.9163628129148898e-06
84.17814074640219,159.780234328827,32.36286,EPITHELIAL,1.9163628129148898e-06
84.2012570095601,159.79358050958385,32.36286,EPITHELIAL,1.9163628129148898e-06
84.2474895358759,159.79358050958385,32.36286,EPITHELIAL,1.9163628129148898e-06
84.20896243061273,159.8336190518544,32.36286,EPITHELIAL,1.9163628129148898e-06
84.19355158850746,159.88700377488183,32.36286,EPITHELIAL,1.9163628129148898e-06
84.2474895358759,160.03381176320724,32.36286,EPITHELIAL,1.9163628129148898e-06
84.2474895358759,160.06050412472095,32.36286,EPITHELIAL,1.9163628129148898e-06
84.26290037798117,160.11388884774837,32.36286,EPITHELIAL,1.9163628129148898e-06
84.15184037798107,159.3611171892071,32.36286,EPITHELIAL,1.7873867235024583e-06
84.17442595692843,159.37415697929217,32.36286,EPITHELIAL,1.7873867235024583e-06
84.1292547990337,159.4002365594623,32.36286,EPITHELIAL,1.7873867235024583e-06
84.18195448324423,159.46543550988758,32.36286,EPITHELIAL,1.7873867235024583e-06
84.2572397464021,159.46543550988758,32.36286,EPITHELIAL,1.7873867235024583e-06
84.24218269377053,159.4915150900577,32.36286,EPITHELIAL,1.7873867235024583e-06
84.16689743061265,159.51759467022782,32.36286,EPITHELIAL,1.7873867235024583e-06
84.24218269377053,159.51759467022782,32.36286,EPITHELIAL,1.7873867235024583e-06
84.15184037798107,159.54367425039794,32.36286,EPITHELIAL,1.7873867235024583e-06
84.16689743061265,159.56975383056806,32.36286,EPITHELIAL,1.7873867235024583e-06
84.09914069377055,159.66103236116348,32.36286,EPITHELIAL,1.7873867235024583e-06
84.08408364113897,159.6871119413336,32.36286,EPITHELIAL,1.7873867235024583e-06
84.09914069377055,159.71319152150372,32.36286,EPITHELIAL,1.7873867235024583e-06
84.09161216745477,159.7523108917589,32.36286,EPITHELIAL,1.7873867235024583e-06
84.22712564113895,159.80447005209913,32.36286,EPITHELIAL,1.7873867235024583e-06
84.23465416745474,160.00006690337503,32.36286,EPITHELIAL,1.7873867235024583e-06
84.20746932534954,159.25386445774365,32.36286,EPITHELIAL,1.664331424060468e-06
84.1854144306127,159.31753145480997,32.36286,EPITHELIAL,1.664331424060468e-06
84.23687585166533,159.3811984518763,32.36286,EPITHELIAL,1.664331424060468e-06
84.1854144306127,159.41939865011608,32.36286,EPITHELIAL,1.664331424060468e-06
84.20746932534954,159.43213204952934,32.36286,EPITHELIAL,1.664331424060468e-06
84.10454648324425,159.45759884835587,32.36286,EPITHELIAL,1.664331424060468e-06
84.13395300956005,159.45759884835587,32.36286,EPITHELIAL,1.664331424060468e-06
84.16335953587584,159.45759884835587,32.36286,EPITHELIAL,1.664331424060468e-06
84.25893074640219,159.5212658454222,32.36286,EPITHELIAL,1.664331424060468e-06
84.1854144306127,159.54673264424872,32.36286,EPITHELIAL,1.664331424060468e-06
84.06778832534951,159.6995334372079,32.36286,EPITHELIAL,1.664331424060468e-06
84.11924974640215,159.81413403192727,32.36286,EPITHELIAL,1.664331424060468e-06
84.24422748324429,159.82686743134053,32.36286,EPITHELIAL,1.664331424060468e-06
84.24422748324429,159.9796682242997,32.36286,EPITHELIAL,1.664331424060468e-06
84.21482095692849,160.03060182195276,32.36286,EPITHELIAL,1.664331424060468e-06
84.24422748324429,160.0815354196058,32.36286,EPITHELIAL,1.664331424060468e-06
84.16699637798104,159.3876271431168,32.36286,EPITHELIAL,1.5470577961825013e-06
84.17417111482314,159.40005415185826,32.36286,EPITHELIAL,1.5470577961825013e-06
84.21004479903365,159.4621891955656,32.36286,EPITHELIAL,1.5470577961825013e-06
84.21721953587576,159.47461620430707,32.36286,EPITHELIAL,1.5470577961825013e-06
84.22439427271786,159.48704321304854,32.36286,EPITHELIAL,1.5470577961825013e-06
84.13112269377052,159.57403227423882,32.36286,EPITHELIAL,1.5470577961825013e-06
84.20287006219155,159.57403227423882,32.36286,EPITHELIAL,1.5470577961825013e-06
84.23156900955996,159.57403227423882,32.36286,EPITHELIAL,1.5470577961825013e-06
84.11677322008632,159.59888629172175,32.36286,EPITHELIAL,1.5470577961825013e-06
84.0665500621916,159.6610213354291,32.36286,EPITHELIAL,1.5470577961825013e-06
84.13829743061262,159.81014544032672,32.36286,EPITHELIAL,1.5470577961825013e-06
84.24591848324417,159.94684253648288,32.36286,EPITHELIAL,1.5470577961825013e-06
84.24591848324417,160.12082065886344,32.36286,EPITHELIAL,1.5470577961825013e-06
84.19127295692847,159.28435749038664,32.36286,EPITHELIAL,1.4354267214621417e-06
84.25425353587585,159.32071934459566,32.36286,EPITHELIAL,1.4354267214621417e-06
84.19127295692847,159.40556367108337,32.36286,EPITHELIAL,1.4354267214621417e-06
84.13529022008636,159.50252861564076,32.36286,EPITHELIAL,1.4354267214621417e-06
